County,TotalPop,Income,Hispanic,White,Black,Asian,Poverty,Unemployment,Professional,Service,Drive
Stafford County,145410,2847785.0,0.22,1.35,0.28,0.05,0.12,0.08,0.9,0.33,1.49
Stanislaus County,535684,5061927.0,0.8,0.77,0.04,0.08,0.32,0.22,0.45,0.32,1.4
Stanley County,2994,63233.0,0.04,2.93,0.0,0.0,0.19,0.03,1.27,0.52,2.57
Stanly County,60875,599440.0,0.09,1.74,0.23,0.04,0.33,0.17,0.61,0.45,1.79
Stanton County,8127,151286.0,0.56,3.05,0.03,0.01,0.39,0.11,1.22,0.55,2.93
Stark County,410140,5078429.0,0.05,2.0,0.18,0.02,0.37,0.18,0.7,0.45,1.95
Starke County,22966,324958.0,0.11,2.87,0.01,0.02,0.49,0.23,0.76,0.51,2.46
Starr County,63420,438956.0,2.35,0.02,0.0,0.0,0.84,0.35,0.51,0.73,1.63
Staunton city,24273,277281.0,0.07,1.98,0.27,0.04,0.34,0.11,0.97,0.47,2.01
Ste. Genevieve County,17882,218627.0,0.03,2.15,0.05,0.0,0.36,0.12,0.55,0.43,1.83
Stearns County,155300,1715213.0,0.06,1.64,0.09,0.04,0.26,0.09,0.59,0.33,1.48
Steele County,38527,561858.0,0.16,2.07,0.06,0.02,0.22,0.1,0.76,0.34,1.95
Stephens County,79283,846227.0,0.22,1.88,0.13,0.01,0.42,0.2,0.62,0.44,1.98
Stephenson County,45839,615996.0,0.1,2.34,0.3,0.02,0.48,0.23,0.78,0.52,2.22
Sterling County,1139,50000.0,3.58,5.04,0.03,0.0,1.49,0.23,2.83,1.33,6.8
Steuben County,131998,1991961.0,0.06,2.79,0.03,0.03,0.4,0.19,0.93,0.54,2.37
Stevens County,59358,843900.0,0.21,2.38,0.01,0.02,0.47,0.18,0.87,0.5,2.2
Stewart County,19080,173832.0,0.2,1.74,0.59,0.03,0.73,0.24,0.73,0.5,2.17
Stillwater County,9342,186168.0,0.1,3.02,0.01,0.01,0.2,0.11,1.01,0.51,2.04
Stoddard County,29634,323600.0,0.04,2.58,0.04,0.0,0.46,0.19,0.71,0.44,2.25
Stokes County,46124,405034.0,0.05,1.79,0.07,0.01,0.28,0.14,0.57,0.36,1.73
Stone County,61953,502172.0,0.04,1.75,0.1,0.0,0.32,0.15,0.52,0.37,1.49
Stonewall County,1084,46786.0,2.09,6.7,0.32,0.0,1.28,0.22,3.21,1.54,7.76
Storey County,3891,63607.0,0.17,2.23,0.02,0.05,0.2,0.11,0.78,0.6,2.13
Story County,95888,1115505.0,0.07,1.77,0.05,0.14,0.53,0.11,0.91,0.4,1.44
Strafford County,126552,1689660.0,0.04,1.81,0.02,0.06,0.24,0.09,0.77,0.34,1.55
Stutsman County,21058,358672.0,0.05,2.67,0.03,0.01,0.3,0.05,1.13,0.54,2.25
Sublette County,10037,164217.0,0.13,1.77,0.0,0.0,0.14,0.07,0.8,0.27,1.52
Suffolk County,2278280,44087053.0,0.42,1.42,0.26,0.12,0.27,0.14,0.95,0.43,1.47
Suffolk city,88057,1911414.0,0.11,1.72,1.21,0.04,0.35,0.22,1.19,0.55,2.72
Sullivan County,308849,4103278.0,0.15,2.36,0.09,0.02,0.41,0.19,0.87,0.52,2.23
Sully County,1390,60694.0,0.06,6.87,0.0,0.0,0.24,0.04,3.04,0.74,4.94
Summers County,13210,140597.0,0.03,2.78,0.16,0.0,0.59,0.36,0.9,0.63,2.53
Summit County,610771,9093846.0,0.08,1.89,0.4,0.06,0.4,0.19,0.87,0.48,2.06
Sumner County,199066,3023362.0,0.1,2.11,0.12,0.02,0.24,0.11,0.81,0.38,2.01
Sumter County,267904,2009521.0,0.1,1.04,0.82,0.02,0.42,0.2,0.54,0.44,1.6
Sunflower County,26915,211985.0,0.05,0.68,1.85,0.0,0.85,0.47,0.76,0.49,2.2
Surry County,78985,982212.0,0.28,2.47,0.23,0.02,0.53,0.17,0.92,0.49,2.57
Susquehanna County,41716,567504.0,0.05,2.54,0.01,0.01,0.35,0.19,0.72,0.46,2.19
Sussex County,370716,7114909.0,0.2,2.14,0.24,0.04,0.23,0.16,0.98,0.46,2.19
Sutter County,95583,1194482.0,0.66,1.11,0.04,0.28,0.36,0.22,0.66,0.4,1.73
Sutton County,3894,60996.0,1.53,1.01,0.0,0.0,0.17,0.15,0.81,0.33,2.16
Suwannee County,43814,286225.0,0.15,1.2,0.21,0.0,0.34,0.17,0.39,0.39,1.25
Swain County,14208,142181.0,0.13,1.97,0.01,0.01,0.58,0.22,0.79,0.86,2.45
Sweet Grass County,3646,49761.0,0.04,2.58,0.0,0.03,0.29,0.02,0.9,0.32,1.79
Sweetwater County,44527,830800.0,0.43,2.15,0.02,0.02,0.32,0.16,0.76,0.43,2.08
Swift County,9448,212829.0,0.2,3.93,0.07,0.01,0.49,0.15,1.31,0.63,3.25
Swisher County,7541,117194.0,1.65,1.96,0.21,0.01,0.75,0.24,1.24,0.7,3.23
Switzerland County,10617,131500.0,0.04,2.71,0.02,0.02,0.53,0.19,0.49,0.67,2.25
Talbot County,43884,824088.0,0.15,2.08,0.63,0.03,0.34,0.16,1.11,0.55,2.3
Taliaferro County,1844,30500.0,0.23,1.83,3.34,0.02,1.68,0.52,1.06,1.17,4.01
Talladega County,80888,850224.0,0.07,1.64,0.94,0.02,0.55,0.29,0.75,0.46,2.26
Tallahatchie County,14552,115013.0,0.25,1.03,1.42,0.03,0.8,0.37,0.86,0.65,2.23
Tallapoosa County,40756,414495.0,0.05,1.66,0.71,0.01,0.53,0.21,0.67,0.36,2.07
Tama County,17236,345969.0,0.28,2.9,0.02,0.01,0.4,0.13,1.0,0.62,2.75
Taney County,54308,412437.0,0.1,1.65,0.02,0.02,0.31,0.12,0.52,0.43,1.38
Tangipahoa Parish,128850,858753.0,0.06,0.93,0.52,0.01,0.37,0.16,0.46,0.31,1.22
Taos County,32809,204365.0,1.08,0.62,0.0,0.0,0.44,0.18,0.62,0.49,1.31
Tarrant County,1983675,23283366.0,0.53,0.86,0.28,0.08,0.27,0.1,0.62,0.31,1.46
Tate County,28333,229418.0,0.04,1.11,0.56,0.0,0.37,0.15,0.49,0.28,1.49
Tattnall County,25402,194034.0,0.18,1.24,0.53,0.0,0.47,0.08,0.57,0.4,1.49
Taylor County,234929,2744760.0,0.45,1.88,0.22,0.03,0.48,0.15,0.76,0.54,2.11
Tazewell County,177384,2291273.0,0.04,2.17,0.04,0.02,0.24,0.14,0.77,0.39,2.0
Tehama County,63247,483085.0,0.41,1.21,0.01,0.03,0.35,0.17,0.42,0.38,1.41
Telfair County,16339,98291.0,0.1,1.14,0.59,0.0,0.39,0.09,0.51,0.34,1.59
Teller County,23769,361543.0,0.16,2.26,0.01,0.03,0.22,0.13,0.84,0.6,1.89
Tensas Parish,4771,75220.0,0.15,2.84,3.26,0.0,2.22,0.94,1.79,1.54,5.6
Terrebonne Parish,113067,990398.0,0.09,1.24,0.37,0.01,0.38,0.12,0.45,0.32,1.48
Terrell County,9699,168040.0,0.74,2.11,2.19,0.01,1.51,0.49,1.21,0.99,4.22
Terry County,12755,136155.0,1.3,0.91,0.12,0.0,0.4,0.15,0.68,0.39,1.82
Teton County,39739,533435.0,0.2,1.75,0.01,0.02,0.17,0.05,0.77,0.43,1.36
Texas County,47123,392241.0,0.45,1.31,0.05,0.02,0.38,0.09,0.53,0.33,1.5
Thayer County,5133,96080.0,0.09,3.72,0.01,0.0,0.43,0.05,1.37,0.61,3.11
Thomas County,53399,625696.0,0.12,1.74,0.71,0.01,0.48,0.21,0.92,0.45,2.02
Throckmorton County,1541,37279.0,1.03,5.35,0.01,0.02,1.11,0.34,2.28,0.86,5.5
Thurston County,276940,3397149.0,0.15,1.38,0.05,0.1,0.23,0.15,0.76,0.31,1.45
Tift County,40531,392039.0,0.3,1.29,0.58,0.02,0.58,0.09,0.7,0.36,1.85
Tillamook County,25840,360838.0,0.27,2.68,0.01,0.02,0.48,0.18,0.88,0.64,2.32
Tillman County,7591,203878.0,1.53,4.11,0.53,0.03,1.39,0.37,2.1,1.22,5.2
Tioga County,90872,1075758.0,0.03,2.11,0.01,0.01,0.27,0.14,0.71,0.43,1.79
Tippah County,21993,155478.0,0.08,1.37,0.34,0.01,0.45,0.18,0.42,0.2,1.56
Tippecanoe County,186081,1755172.0,0.16,1.53,0.1,0.16,0.44,0.11,0.76,0.37,1.4
Tipton County,76724,931748.0,0.06,1.76,0.34,0.01,0.31,0.17,0.61,0.38,1.89
Tishomingo County,19476,148804.0,0.05,1.92,0.05,0.0,0.41,0.24,0.46,0.34,1.72
Titus County,32664,364281.0,1.07,1.05,0.28,0.01,0.47,0.15,0.52,0.39,2.01
Toa Alta Municipio,74169,398599.0,1.74,0.01,0.0,0.01,0.56,0.25,0.6,0.29,1.47
Toa Baja Municipio,81905,635673.0,3.03,0.02,0.0,0.0,1.1,0.58,0.85,0.66,2.4
Todd County,46816,616263.0,0.13,2.34,0.08,0.01,0.61,0.19,0.88,0.46,2.33
Tolland County,151596,2266293.0,0.1,1.62,0.07,0.08,0.16,0.11,0.79,0.31,1.5
Tom Green County,116906,1188859.0,0.86,1.13,0.09,0.02,0.28,0.08,0.7,0.41,1.71
Tompkins County,104415,1259076.0,0.11,1.7,0.09,0.22,0.51,0.12,1.12,0.4,1.19
Tooele County,63357,643207.0,0.26,1.25,0.01,0.01,0.14,0.09,0.45,0.3,1.15
Toole County,5031,106465.0,0.18,5.03,0.01,0.03,0.59,0.04,1.32,0.95,2.55
Toombs County,27160,219300.0,0.25,1.4,0.5,0.02,0.54,0.22,0.59,0.38,1.74
Torrance County,15534,146323.0,1.11,1.32,0.04,0.01,0.7,0.17,0.89,0.54,1.98
Towner County,2258,54625.0,0.07,4.0,0.0,0.0,0.55,0.16,1.82,0.63,2.94
Towns County,11173,125995.0,0.03,2.56,0.02,0.01,0.38,0.17,0.81,0.65,2.16
Traill County,8050,243311.0,0.2,4.6,0.04,0.01,0.32,0.14,1.79,0.75,3.86
Transylvania County,33291,323144.0,0.06,1.9,0.08,0.01,0.32,0.15,0.64,0.43,1.67
Traverse County,3357,98035.0,0.12,5.36,0.03,0.02,0.66,0.21,2.11,1.27,4.17
Travis County,1176584,15804660.0,0.6,0.95,0.14,0.11,0.28,0.08,0.88,0.29,1.35
Treasure County,790,42454.0,0.3,11.97,0.0,0.19,2.15,0.0,4.51,1.57,8.89
Trego County,2899,55197.0,0.04,3.26,0.0,0.06,0.17,0.03,1.0,0.46,2.6
Trempealeau County,29510,429193.0,0.21,2.44,0.01,0.01,0.25,0.09,0.78,0.41,2.17
Treutlen County,6752,81790.0,0.1,2.23,0.63,0.0,0.55,0.16,0.66,0.66,2.1
Trigg County,14286,146161.0,0.04,2.19,0.46,0.01,0.99,0.79,0.73,1.02,1.78
Trimble County,8697,100953.0,0.06,2.17,0.0,0.0,0.34,0.23,0.57,0.39,1.89
Trinity County,27518,355641.0,0.31,2.89,0.21,0.04,0.75,0.4,1.04,0.92,2.71
Tripp County,5480,97176.0,0.01,2.99,0.0,0.0,0.71,0.07,1.64,0.48,2.78
Troup County,69433,645842.0,0.07,1.19,0.68,0.03,0.42,0.18,0.57,0.33,1.71
Trousdale County,8773,84747.0,0.03,1.85,0.34,0.01,0.3,0.2,0.57,0.54,1.71
Trujillo Alto Municipio,69478,516547.0,2.14,0.01,0.0,0.0,0.66,0.17,0.8,0.35,1.76
Trumbull County,203341,2477820.0,0.05,2.35,0.23,0.01,0.51,0.18,0.71,0.54,2.39
Tucker County,7035,125990.0,0.03,4.15,0.01,0.03,0.64,0.34,1.25,1.01,3.43
Tulare County,458809,3433906.0,1.06,0.52,0.03,0.05,0.47,0.18,0.39,0.31,1.3
Tulsa County,637123,9660730.0,0.33,1.69,0.33,0.07,0.47,0.18,0.97,0.48,2.24
Tunica County,10276,60625.0,0.01,0.38,1.53,0.02,0.53,0.21,0.45,0.65,1.69
Tuolumne County,53899,537231.0,0.27,1.57,0.06,0.03,0.26,0.16,0.62,0.48,1.48
Turner County,16278,193139.0,0.08,1.91,0.43,0.01,0.47,0.11,0.81,0.43,1.96
Tuscaloosa County,204424,2368115.0,0.08,1.35,0.8,0.04,0.48,0.18,0.79,0.44,1.93
Tuscarawas County,92531,1050496.0,0.05,2.15,0.02,0.01,0.32,0.12,0.57,0.39,1.91
Tuscola County,53569,600404.0,0.08,2.27,0.03,0.01,0.39,0.18,0.64,0.48,1.94
Twiggs County,8323,60829.0,0.01,1.29,1.05,0.0,0.67,0.16,0.49,0.49,2.04
Twin Falls County,82248,701404.0,0.29,1.36,0.01,0.02,0.24,0.07,0.51,0.3,1.39
Tyler County,30405,347970.0,0.09,2.33,0.16,0.01,0.43,0.23,0.67,0.52,2.24
Tyrrell County,4090,32411.0,0.19,1.3,0.87,0.01,0.66,0.21,0.41,0.7,1.94
Uinta County,20758,178615.0,0.13,1.27,0.0,0.0,0.21,0.09,0.43,0.28,1.11
Uintah County,36343,387750.0,0.14,1.34,0.01,0.01,0.19,0.12,0.48,0.22,1.32
Ulster County,180129,2886395.0,0.25,2.09,0.13,0.06,0.34,0.19,1.02,0.49,2.01
Umatilla County,76736,754218.0,0.43,1.36,0.01,0.02,0.32,0.16,0.54,0.37,1.61
Unicoi County,17830,147799.0,0.09,2.11,0.01,0.01,0.44,0.25,0.56,0.41,1.84
Union County,1128752,16044536.0,0.37,1.25,0.33,0.06,0.25,0.14,0.71,0.36,1.56
Union Parish,22537,245591.0,0.12,1.82,0.68,0.0,0.61,0.17,0.66,0.51,2.3
Upshur County,65110,597452.0,0.1,1.74,0.12,0.0,0.34,0.16,0.61,0.35,1.64
Upson County,26241,254851.0,0.05,1.87,0.71,0.01,0.55,0.27,0.77,0.46,2.24
Upton County,3575,108928.0,2.53,2.7,0.33,0.01,0.89,0.08,1.44,0.67,4.81
Utah County,576496,9036522.0,0.25,1.83,0.01,0.03,0.28,0.1,0.89,0.33,1.62
Utuado Municipio,30209,130902.0,2.64,0.01,0.0,0.0,1.45,0.83,0.6,0.62,2.08
Uvalde County,27015,207107.0,1.27,0.55,0.0,0.02,0.31,0.1,0.47,0.41,1.52
Val Verde County,48976,390473.0,1.55,0.24,0.02,0.01,0.41,0.12,0.43,0.4,1.41
Valdez-Cordova Census Area,9439,233303.0,0.13,2.1,0.0,0.07,0.29,0.3,0.86,0.61,2.09
Valencia County,75845,781700.0,1.33,0.81,0.02,0.01,0.51,0.21,0.68,0.5,1.95
Valley County,21917,425066.0,0.11,3.37,0.01,0.01,0.34,0.13,1.35,0.62,2.73
Van Buren County,104924,1086762.0,0.19,1.95,0.06,0.01,0.39,0.17,0.64,0.44,1.85
Van Wert County,28262,461671.0,0.09,3.01,0.04,0.01,0.45,0.18,0.76,0.52,2.73
Van Zandt County,53607,481494.0,0.2,1.56,0.05,0.01,0.28,0.11,0.55,0.38,1.5
Vance County,44420,337915.0,0.17,0.82,1.21,0.01,0.57,0.28,0.47,0.46,1.84
Vanderburgh County,181831,2073596.0,0.07,2.21,0.31,0.02,0.58,0.17,0.84,0.53,2.23
Vega Alta Municipio,38589,125636.0,1.79,0.02,0.0,0.0,0.94,0.43,0.49,0.38,1.45
Vega Baja Municipio,54754,247458.0,2.3,0.07,0.0,0.0,1.05,0.45,0.61,0.51,2.17
Venango County,52880,722753.0,0.03,2.9,0.03,0.01,0.46,0.24,0.86,0.63,2.39
Ventura County,847834,14640566.0,0.82,0.98,0.03,0.13,0.21,0.13,0.77,0.35,1.59
Vermilion County,79207,1073876.0,0.14,2.36,0.45,0.03,0.63,0.27,0.77,0.63,2.53
Vermilion Parish,59841,584438.0,0.08,1.56,0.28,0.04,0.37,0.16,0.52,0.35,1.61
Vermillion County,15644,247610.0,0.03,3.1,0.01,0.01,0.39,0.16,0.83,0.49,2.6
Vernon County,51043,619197.0,0.05,2.43,0.02,0.01,0.41,0.09,0.8,0.46,1.96
Vernon Parish,51906,580981.0,0.25,1.55,0.36,0.04,0.35,0.19,0.73,0.48,1.95
Victoria County,91518,1247101.0,1.19,1.0,0.15,0.03,0.39,0.13,0.66,0.45,1.94
Vieques Municipio,8931,34711.0,2.14,0.09,0.0,0.0,0.83,0.29,0.45,0.86,1.71
Vigo County,107723,1143407.0,0.06,2.23,0.17,0.03,0.6,0.22,0.76,0.6,2.11
Vilas County,21465,215119.0,0.05,1.94,0.0,0.02,0.36,0.19,0.69,0.57,1.87
Villalba Municipio,23659,123227.0,2.53,0.0,0.0,0.0,1.25,0.63,0.58,0.5,2.08
Vinton County,13142,122467.0,0.02,2.21,0.01,0.0,0.48,0.26,0.5,0.49,1.96
Virginia Beach city,450057,7488731.0,0.17,1.4,0.39,0.14,0.17,0.11,0.89,0.37,1.8
Volusia County,518660,5157214.0,0.25,1.61,0.23,0.04,0.36,0.14,0.68,0.47,1.73
Wabash County,43416,592311.0,0.06,2.62,0.03,0.02,0.36,0.17,0.82,0.5,2.37
Wabasha County,21490,378942.0,0.08,2.65,0.01,0.01,0.18,0.09,0.96,0.43,2.15
Wabaunsee County,6918,117396.0,0.08,2.71,0.01,0.02,0.16,0.14,1.0,0.47,2.22
Wadena County,13626,135086.0,0.04,2.09,0.02,0.01,0.33,0.13,0.52,0.4,1.72
Wagoner County,76830,1363043.0,0.17,2.09,0.09,0.03,0.29,0.19,0.94,0.43,2.41
Wahkiakum County,4105,49508.0,0.14,2.16,0.0,0.04,0.34,0.15,0.73,0.44,1.8
Wake County,1023811,14994826.0,0.17,1.15,0.33,0.11,0.19,0.09,0.92,0.25,1.43
Wakulla County,31586,226679.0,0.05,1.02,0.18,0.0,0.17,0.09,0.42,0.25,1.07
Waldo County,39280,408031.0,0.02,1.95,0.01,0.01,0.29,0.13,0.73,0.35,1.55
Walker County,204354,1734453.0,0.13,1.64,0.19,0.01,0.42,0.15,0.56,0.38,1.7
Walla Walla County,59862,568415.0,0.46,1.38,0.04,0.03,0.3,0.12,0.69,0.39,1.44
Wallace County,1591,60000.0,0.32,5.89,0.0,0.0,0.67,0.34,2.89,1.04,4.76
Waller County,48443,304245.0,0.34,0.52,0.34,0.01,0.17,0.11,0.33,0.27,0.9
Wallowa County,6864,137798.0,0.12,4.08,0.01,0.01,0.63,0.22,1.5,0.79,3.05
Walsh County,10920,304040.0,0.6,4.68,0.02,0.04,0.55,0.14,1.7,0.85,4.37
Walthall County,14670,90698.0,0.02,1.04,0.94,0.02,0.55,0.15,0.65,0.33,1.72
Walton County,152152,1402897.0,0.08,1.37,0.19,0.02,0.26,0.11,0.52,0.3,1.39
Walworth County,108419,1387858.0,0.23,1.89,0.02,0.02,0.3,0.12,0.7,0.43,1.77
Wapello County,35321,473912.0,0.35,2.58,0.1,0.03,0.56,0.2,0.8,0.56,2.54
Ward County,81126,1035149.0,0.28,1.51,0.07,0.02,0.18,0.07,0.62,0.34,1.62
Ware County,35688,322202.0,0.1,1.45,0.91,0.02,0.69,0.17,0.55,0.5,2.02
Warren County,820019,10327041.0,0.08,1.75,0.19,0.04,0.28,0.12,0.73,0.36,1.74
Warrick County,61581,729512.0,0.03,1.67,0.03,0.03,0.15,0.07,0.67,0.26,1.57
Wasatch County,29306,295946.0,0.17,1.16,0.0,0.01,0.1,0.03,0.49,0.29,1.07
Wasco County,25687,397676.0,0.59,2.33,0.01,0.03,0.41,0.2,0.93,0.65,2.34
Waseca County,18898,292969.0,0.14,2.39,0.05,0.02,0.24,0.09,0.84,0.41,2.17
Washakie County,8253,153416.0,0.53,2.97,0.01,0.0,0.47,0.23,1.16,0.59,2.8
Washburn County,15638,236824.0,0.04,3.04,0.01,0.01,0.4,0.17,0.9,0.57,2.57
Washington County,2564646,33527158.0,0.14,1.72,0.14,0.06,0.28,0.13,0.78,0.37,1.7
Washington Parish,46449,347193.0,0.05,1.48,0.78,0.01,0.66,0.31,0.55,0.54,1.94
Washita County,11550,200258.0,0.34,2.92,0.0,0.01,0.49,0.16,1.11,0.52,2.9
Washoe County,445551,6738543.0,0.55,1.55,0.05,0.12,0.32,0.16,0.81,0.51,1.83
Washtenaw County,361509,6937125.0,0.13,1.91,0.37,0.23,0.45,0.16,1.41,0.45,1.97
Watauga County,53421,579690.0,0.07,2.26,0.03,0.02,0.61,0.17,0.93,0.53,1.82
Watonwan County,10936,159083.0,0.57,2.09,0.01,0.03,0.33,0.07,0.8,0.38,2.07
Waukesha County,396731,7205942.0,0.1,1.93,0.03,0.07,0.11,0.07,0.99,0.28,1.88
Waupaca County,51651,655029.0,0.07,2.2,0.01,0.01,0.26,0.09,0.62,0.42,1.93
Waushara County,24170,339924.0,0.17,2.62,0.04,0.01,0.31,0.14,0.73,0.5,2.31
Wayne County,2391514,34188687.0,0.16,1.62,1.25,0.07,0.79,0.4,0.89,0.69,2.45
Waynesboro city,21620,212358.0,0.17,1.72,0.3,0.02,0.46,0.11,0.61,0.49,1.93
Weakley County,33776,396960.0,0.07,2.86,0.27,0.0,0.8,0.3,0.98,0.62,2.67
Webb County,269624,2330688.0,2.18,0.07,0.0,0.01,0.79,0.14,0.48,0.61,1.77
Weber County,244101,2982726.0,0.42,1.51,0.02,0.02,0.3,0.11,0.64,0.3,1.63
Webster County,112412,1394372.0,0.1,2.63,0.23,0.02,0.6,0.2,0.87,0.57,2.5
Webster Parish,40043,345836.0,0.04,1.69,0.97,0.01,0.63,0.18,0.69,0.55,2.42
Weld County,285729,5461441.0,0.75,1.82,0.03,0.04,0.29,0.15,0.9,0.46,2.13
Wells County,31921,486589.0,0.07,2.7,0.02,0.01,0.28,0.08,0.81,0.46,2.4
West Baton Rouge Parish,25518,300181.0,0.06,1.05,0.82,0.01,0.39,0.12,0.61,0.35,1.72
West Carroll Parish,11274,112801.0,0.08,2.08,0.46,0.0,0.59,0.28,0.83,0.34,2.32
West Feliciana Parish,15376,161908.0,0.03,0.94,0.94,0.01,0.23,0.06,0.64,0.64,1.73
Westchester County,975321,21440535.0,0.52,1.23,0.34,0.13,0.22,0.15,1.06,0.42,1.3
Westmoreland County,374431,5803894.0,0.04,2.54,0.12,0.02,0.34,0.15,0.93,0.5,2.31
Weston County,7117,116509.0,0.04,2.57,0.01,0.12,0.4,0.06,0.9,0.42,2.04
Wetzel County,15793,199325.0,0.02,3.08,0.01,0.01,0.68,0.22,0.68,0.7,2.79
Wexford County,32915,335238.0,0.04,2.3,0.02,0.02,0.45,0.19,0.65,0.42,1.93
Wharton County,41430,506383.0,1.08,1.13,0.43,0.0,0.52,0.18,0.63,0.53,2.22
Whatcom County,212738,1928557.0,0.14,1.28,0.01,0.06,0.26,0.1,0.58,0.32,1.19
Wheatland County,2108,37222.0,0.13,4.48,0.0,0.0,0.94,0.16,1.53,0.68,2.28
Wheeler County,15812,239662.0,0.39,2.79,0.54,0.01,0.75,0.24,0.95,0.71,3.13
White County,172074,1684604.0,0.08,1.97,0.04,0.01,0.33,0.14,0.63,0.37,1.79
White Pine County,9858,175792.0,0.41,2.35,0.08,0.02,0.33,0.2,1.03,0.66,2.24
Whiteside County,56823,958579.0,0.36,2.7,0.05,0.01,0.36,0.2,0.83,0.6,2.65
Whitfield County,103963,818404.0,0.58,1.05,0.06,0.02,0.33,0.13,0.39,0.21,1.47
Whitley County,69508,690082.0,0.03,2.07,0.02,0.0,0.39,0.16,0.63,0.34,1.82
Whitman County,47794,447607.0,0.12,1.72,0.04,0.13,0.58,0.18,0.97,0.39,1.26
Wibaux County,1121,47132.0,0.33,8.58,0.0,0.0,0.96,0.14,3.71,1.57,6.34
Wichita County,133935,1611746.0,0.59,1.74,0.29,0.04,0.58,0.16,0.83,0.65,2.23
Wicomico County,102014,1038028.0,0.09,1.14,0.53,0.05,0.31,0.15,0.59,0.39,1.53
Wilbarger County,12972,183847.0,0.82,1.9,0.24,0.04,0.58,0.21,0.87,0.72,2.29
Wilcox County,19815,254182.0,0.09,1.75,2.14,0.0,1.14,0.59,1.09,0.87,3.46
Wilkes County,78430,645832.0,0.15,1.84,0.27,0.01,0.54,0.17,0.6,0.43,1.9
Wilkin County,6398,107731.0,0.02,2.94,0.02,0.0,0.31,0.04,1.17,0.46,2.48
Wilkinson County,18231,163466.0,0.05,1.26,1.39,0.0,0.81,0.28,0.74,0.48,2.39
Will County,687727,12059387.0,0.39,1.41,0.27,0.08,0.19,0.15,0.74,0.37,1.85
Willacy County,21839,153261.0,2.01,0.26,0.01,0.0,0.78,0.3,0.55,0.55,2.03
Williams County,69977,1046501.0,0.1,2.05,0.04,0.01,0.25,0.08,0.64,0.32,1.95
Williamsburg County,32256,338679.0,0.11,1.04,2.2,0.01,0.83,0.33,0.66,0.67,2.6
Williamsburg city,14817,177440.0,0.15,1.38,0.33,0.1,0.44,0.15,0.96,0.44,1.24
Williamson County,787951,12193971.0,0.3,1.27,0.09,0.08,0.14,0.08,0.82,0.25,1.45
Wilson County,266316,3107921.0,0.28,1.35,0.38,0.02,0.33,0.15,0.63,0.37,1.69
Winchester city,27516,281045.0,0.28,1.25,0.17,0.04,0.23,0.08,0.68,0.39,1.23
Windham County,160006,2566925.0,0.19,2.37,0.03,0.03,0.31,0.18,0.96,0.54,2.1
Windsor County,55485,1054760.0,0.04,3.1,0.02,0.02,0.32,0.14,1.24,0.62,2.52
Winkler County,7777,185795.0,2.19,1.54,0.08,0.0,0.63,0.16,0.98,0.57,3.2
Winn Parish,14631,125873.0,0.05,1.75,0.89,0.0,0.78,0.16,0.74,0.56,2.3
Winnebago County,467597,6144334.0,0.26,1.92,0.26,0.06,0.45,0.23,0.74,0.49,2.14
Winneshiek County,20575,305348.0,0.05,2.32,0.02,0.03,0.19,0.05,0.89,0.37,1.72
Winona County,50992,538305.0,0.05,1.79,0.03,0.05,0.32,0.1,0.68,0.38,1.5
Winston County,42450,433121.0,0.06,2.16,0.55,0.01,0.6,0.27,0.72,0.48,2.27
Wirt County,5800,77502.0,0.03,3.36,0.03,0.0,0.73,0.29,0.99,0.63,2.94
Wise County,102786,1083308.0,0.2,1.84,0.06,0.01,0.35,0.17,0.66,0.34,1.78
Wolfe County,7251,49074.0,0.01,2.71,0.01,0.0,1.01,0.31,0.48,0.96,2.22
Wood County,332262,4214024.0,0.1,2.22,0.05,0.03,0.37,0.14,0.81,0.43,2.01
Woodbury County,102397,1250159.0,0.44,1.72,0.1,0.08,0.38,0.14,0.66,0.44,1.97
Woodford County,64759,1103004.0,0.1,2.41,0.06,0.01,0.28,0.12,0.97,0.44,2.2
Woodruff County,6763,59898.0,0.01,2.0,0.86,0.04,0.79,0.32,1.01,0.48,2.47
Woods County,9132,165513.0,0.25,2.75,0.07,0.02,0.43,0.14,1.02,0.72,2.71
Woodson County,3178,72203.0,0.05,5.86,0.07,0.04,1.26,0.34,2.1,1.01,4.78
Woodward County,21140,294171.0,0.27,1.93,0.02,0.0,0.28,0.16,0.6,0.36,2.01
Worcester County,869808,13254077.0,0.24,1.65,0.11,0.09,0.26,0.14,0.85,0.41,1.7
Worth County,30364,399339.0,0.08,2.38,0.44,0.01,0.49,0.24,0.77,0.52,2.5
Wrangell City and Borough,2475,56094.0,0.13,2.6,0.01,0.13,0.47,0.28,1.37,0.68,2.37
Wright County,162298,1651330.0,0.07,1.48,0.01,0.01,0.16,0.08,0.49,0.25,1.31
Wyandot County,22190,300083.0,0.08,2.58,0.01,0.02,0.31,0.12,0.7,0.39,2.29
Wyandotte County,163227,2612088.0,1.08,1.49,1.01,0.15,0.9,0.37,0.82,0.88,3.06
Wyoming County,90776,1223110.0,0.05,2.51,0.04,0.01,0.36,0.21,0.72,0.47,2.2
Wythe County,29048,281063.0,0.02,1.95,0.06,0.01,0.3,0.12,0.59,0.43,1.72
Yabucoa Municipio,35025,125766.0,2.28,0.0,0.0,0.0,1.2,0.58,0.61,0.61,1.99
Yadkin County,37825,288668.0,0.19,1.57,0.06,0.0,0.31,0.11,0.5,0.3,1.5
